FREQ,Frequenza,REF_AREA,Territorio,DATA_TYPE,Indicatore,TIME_PERIOD,Osservazione,OBS_STATUS,'Stato dell"'osservazione'
A,Annuale,ITD10,Bolzano / Bozen,FAVACH,Età media dei padri alla nascita del figlio,2009,35.02,,
A,Annuale,ITD10,Bolzano / Bozen,FAVACH,Età media dei padri alla nascita del figlio,2010,35.1,,
A,Annuale,ITD10,Bolzano / Bozen,FAVACH,Età media dei padri alla nascita del figlio,2011,35.11,,
A,Annuale,ITD10,Bolzano / Bozen,FAVACH,Età media dei padri alla nascita del figlio,2012,35.17,,
A,Annuale,ITD10,Bolzano / Bozen,FAVACH,Età media dei padri alla nascita del figlio,2013,35.23,,
A,Annuale,ITD10,Bolzano / Bozen,FAVACH,Età media dei padri alla nascita del figlio,2014,35.22,,
A,Annuale,ITD10,Bolzano / Bozen,FAVACH,Età media dei padri alla nascita del figlio,2015,35.14,,
A,Annuale,ITD10,Bolzano / Bozen,FAVACH,Età media dei padri alla nascita del figlio,2016,35.19,,
A,Annuale,ITD10,Bolzano / Bozen,FAVACH,Età media dei padri alla nascita del figlio,2017,35.26,,
A,Annuale,ITD10,Bolzano / Bozen,FAVACH,Età media dei padri alla nascita del figlio,2018,35.29,,
A,Annuale,ITD10,Bolzano / Bozen,FAVACH,Età media dei padri alla nascita del figlio,2019,35.35,,
A,Annuale,ITD10,Bolzano / Bozen,FAVACH,Età media dei padri alla nascita del figlio,2020,35.1,,
A,Annuale,ITD10,Bolzano / Bozen,FAVACH,Età media dei padri alla nascita del figlio,2021,35.33,,
A,Annuale,ITD10,Bolzano / Bozen,FAVACH,Età media dei padri alla nascita del figlio,2022,35.2,,
A,Annuale,ITD10,Bolzano / Bozen,FAVACH,Età media dei padri alla nascita del figlio,2023,35.27,,
A,Annuale,ITD2,Provincia Autonoma Trento,FAVACH,Età media dei padri alla nascita del figlio,1999,34.63,,
A,Annuale,ITD2,Provincia Autonoma Trento,FAVACH,Età media dei padri alla nascita del figlio,2000,34.73,,
A,Annuale,ITD2,Provincia Autonoma Trento,FAVACH,Età media dei padri alla nascita del figlio,2001,34.63,,
A,Annuale,ITD2,Provincia Autonoma Trento,FAVACH,Età media dei padri alla nascita del figlio,2002,34.75,,
A,Annuale,ITD2,Provincia Autonoma Trento,FAVACH,Età media dei padri alla nascita del figlio,2003,34.91,,
A,Annuale,ITD2,Provincia Autonoma Trento,FAVACH,Età media dei padri alla nascita del figlio,2004,35.11,,
A,Annuale,ITD2,Provincia Autonoma Trento,FAVACH,Età media dei padri alla nascita del figlio,2005,35.03,,
A,Annuale,ITD2,Provincia Autonoma Trento,FAVACH,Età media dei padri alla nascita del figlio,2006,35.08,,
A,Annuale,ITD2,Provincia Autonoma Trento,FAVACH,Età media dei padri alla nascita del figlio,2007,35.08,,
A,Annuale,ITD2,Provincia Autonoma Trento,FAVACH,Età media dei padri alla nascita del figlio,2008,35.2,,
A,Annuale,ITD2,Provincia Autonoma Trento,FAVACH,Età media dei padri alla nascita del figlio,2009,35.04,,
A,Annuale,ITD2,Provincia Autonoma Trento,FAVACH,Età media dei padri alla nascita del figlio,2010,35.22,,
A,Annuale,ITD2,Provincia Autonoma Trento,FAVACH,Età media dei padri alla nascita del figlio,2011,35.25,,
A,Annuale,ITD2,Provincia Autonoma Trento,FAVACH,Età media dei padri alla nascita del figlio,2012,35.15,,
A,Annuale,ITD2,Provincia Autonoma Trento,FAVACH,Età media dei padri alla nascita del figlio,2013,35.32,,
A,Annuale,ITD2,Provincia Autonoma Trento,FAVACH,Età media dei padri alla nascita del figlio,2014,35.39,,
A,Annuale,ITD2,Provincia Autonoma Trento,FAVACH,Età media dei padri alla nascita del figlio,2015,35.36,,
A,Annuale,ITD2,Provincia Autonoma Trento,FAVACH,Età media dei padri alla nascita del figlio,2016,35.55,,
A,Annuale,ITD2,Provincia Autonoma Trento,FAVACH,Età media dei padri alla nascita del figlio,2017,35.77,,
A,Annuale,ITD2,Provincia Autonoma Trento,FAVACH,Età media dei padri alla nascita del figlio,2018,35.67,,
A,Annuale,ITD2,Provincia Autonoma Trento,FAVACH,Età media dei padri alla nascita del figlio,2019,35.77,,
A,Annuale,ITD2,Provincia Autonoma Trento,FAVACH,Età media dei padri alla nascita del figlio,2020,35.62,,
A,Annuale,ITD2,Provincia Autonoma Trento,FAVACH,Età media dei padri alla nascita del figlio,2021,35.84,,
A,Annuale,ITD2,Provincia Autonoma Trento,FAVACH,Età media dei padri alla nascita del figlio,2022,36.04,,
A,Annuale,ITD2,Provincia Autonoma Trento,FAVACH,Età media dei padri alla nascita del figlio,2023,36.08,,
A,Annuale,ITD20,Trento,FAVACH,Età media dei padri alla nascita del figlio,1999,34.63,,
A,Annuale,ITD20,Trento,FAVACH,Età media dei padri alla nascita del figlio,2000,34.73,,
A,Annuale,ITD20,Trento,FAVACH,Età media dei padri alla nascita del figlio,2001,34.63,,
A,Annuale,ITD20,Trento,FAVACH,Età media dei padri alla nascita del figlio,2002,34.75,,
A,Annuale,ITD20,Trento,FAVACH,Età media dei padri alla nascita del figlio,2003,34.91,,
A,Annuale,ITD20,Trento,FAVACH,Età media dei padri alla nascita del figlio,2004,35.11,,
A,Annuale,ITD20,Trento,FAVACH,Età media dei padri alla nascita del figlio,2005,35.03,,
A,Annuale,ITD20,Trento,FAVACH,Età media dei padri alla nascita del figlio,2006,35.08,,
A,Annuale,ITD20,Trento,FAVACH,Età media dei padri alla nascita del figlio,2007,35.08,,
A,Annuale,ITD20,Trento,FAVACH,Età media dei padri alla nascita del figlio,2008,35.2,,
A,Annuale,ITD20,Trento,FAVACH,Età media dei padri alla nascita del figlio,2009,35.04,,
A,Annuale,ITD20,Trento,FAVACH,Età media dei padri alla nascita del figlio,2010,35.22,,
A,Annuale,ITD20,Trento,FAVACH,Età media dei padri alla nascita del figlio,2011,35.25,,
A,Annuale,ITD20,Trento,FAVACH,Età media dei padri alla nascita del figlio,2012,35.15,,
A,Annuale,ITD20,Trento,FAVACH,Età media dei padri alla nascita del figlio,2013,35.32,,
A,Annuale,ITD20,Trento,FAVACH,Età media dei padri alla nascita del figlio,2014,35.39,,
A,Annuale,ITD20,Trento,FAVACH,Età media dei padri alla nascita del figlio,2015,35.36,,
A,Annuale,ITD20,Trento,FAVACH,Età media dei padri alla nascita del figlio,2016,35.55,,
A,Annuale,ITD20,Trento,FAVACH,Età media dei padri alla nascita del figlio,2017,35.77,,
A,Annuale,ITD20,Trento,FAVACH,Età media dei padri alla nascita del figlio,2018,35.67,,
A,Annuale,ITD20,Trento,FAVACH,Età media dei padri alla nascita del figlio,2019,35.77,,
A,Annuale,ITD20,Trento,FAVACH,Età media dei padri alla nascita del figlio,2020,35.62,,
A,Annuale,ITD20,Trento,FAVACH,Età media dei padri alla nascita del figlio,2021,35.84,,
A,Annuale,ITD20,Trento,FAVACH,Età media dei padri alla nascita del figlio,2022,36.04,,
A,Annuale,ITD20,Trento,FAVACH,Età media dei padri alla nascita del figlio,2023,36.08,,
A,Annuale,ITD3,Veneto,FAVACH,Età media dei padri alla nascita del figlio,1999,34.63,,
A,Annuale,ITD3,Veneto,FAVACH,Età media dei padri alla nascita del figlio,2000,34.73,,
A,Annuale,ITD3,Veneto,FAVACH,Età media dei padri alla nascita del figlio,2001,34.72,,
A,Annuale,ITD3,Veneto,FAVACH,Età media dei padri alla nascita del figlio,2002,34.83,,
A,Annuale,ITD3,Veneto,FAVACH,Età media dei padri alla nascita del figlio,2003,34.97,,
A,Annuale,ITD3,Veneto,FAVACH,Età media dei padri alla nascita del figlio,2004,34.97,,
A,Annuale,ITD3,Veneto,FAVACH,Età media dei padri alla nascita del figlio,2005,34.93,,
A,Annuale,ITD3,Veneto,FAVACH,Età media dei padri alla nascita del figlio,2006,35.1,,
A,Annuale,ITD3,Veneto,FAVACH,Età media dei padri alla nascita del figlio,2007,35.09,,
A,Annuale,ITD3,Veneto,FAVACH,Età media dei padri alla nascita del figlio,2008,35.08,,
A,Annuale,ITD3,Veneto,FAVACH,Età media dei padri alla nascita del figlio,2009,35.14,,
A,Annuale,ITD3,Veneto,FAVACH,Età media dei padri alla nascita del figlio,2010,35.25,,
A,Annuale,ITD3,Veneto,FAVACH,Età media dei padri alla nascita del figlio,2011,35.22,,
A,Annuale,ITD3,Veneto,FAVACH,Età media dei padri alla nascita del figlio,2012,35.29,,
A,Annuale,ITD3,Veneto,FAVACH,Età media dei padri alla nascita del figlio,2013,35.38,,
A,Annuale,ITD3,Veneto,FAVACH,Età media dei padri alla nascita del figlio,2014,35.4,,
A,Annuale,ITD3,Veneto,FAVACH,Età media dei padri alla nascita del figlio,2015,35.54,,
A,Annuale,ITD3,Veneto,FAVACH,Età media dei padri alla nascita del figlio,2016,35.63,,
A,Annuale,ITD3,Veneto,FAVACH,Età media dei padri alla nascita del figlio,2017,35.72,,
A,Annuale,ITD3,Veneto,FAVACH,Età media dei padri alla nascita del figlio,2018,35.76,,
A,Annuale,ITD3,Veneto,FAVACH,Età media dei padri alla nascita del figlio,2019,35.8,,
A,Annuale,ITD3,Veneto,FAVACH,Età media dei padri alla nascita del figlio,2020,35.75,,
A,Annuale,ITD3,Veneto,FAVACH,Età media dei padri alla nascita del figlio,2021,36.05,,
A,Annuale,ITD3,Veneto,FAVACH,Età media dei padri alla nascita del figlio,2022,36.05,,
A,Annuale,ITD3,Veneto,FAVACH,Età media dei padri alla nascita del figlio,2023,36.24,,
A,Annuale,ITD31,Verona,FAVACH,Età media dei padri alla nascita del figlio,1999,34.5,,
A,Annuale,ITD31,Verona,FAVACH,Età media dei padri alla nascita del figlio,2000,34.69,,
A,Annuale,ITD31,Verona,FAVACH,Età media dei padri alla nascita del figlio,2001,34.55,,
A,Annuale,ITD31,Verona,FAVACH,Età media dei padri alla nascita del figlio,2002,34.62,,
A,Annuale,ITD31,Verona,FAVACH,Età media dei padri alla nascita del figlio,2003,34.91,,
A,Annuale,ITD31,Verona,FAVACH,Età media dei padri alla nascita del figlio,2004,34.84,,
A,Annuale,ITD31,Verona,FAVACH,Età media dei padri alla nascita del figlio,2005,34.92,,
A,Annuale,ITD31,Verona,FAVACH,Età media dei padri alla nascita del figlio,2006,35.08,,
A,Annuale,ITD31,Verona,FAVACH,Età media dei padri alla nascita del figlio,2007,35.14,,
A,Annuale,ITD31,Verona,FAVACH,Età media dei padri alla nascita del figlio,2008,35,,
A,Annuale,ITD31,Verona,FAVACH,Età media dei padri alla nascita del figlio,2009,35.19,,
A,Annuale,ITD31,Verona,FAVACH,Età media dei padri alla nascita del figlio,2010,35.17,,
A,Annuale,ITD31,Verona,FAVACH,Età media dei padri alla nascita del figlio,2011,35.19,,
A,Annuale,ITD31,Verona,FAVACH,Età media dei padri alla nascita del figlio,2012,35.35,,
A,Annuale,ITD31,Verona,FAVACH,Età media dei padri alla nascita del figlio,2013,35.39,,
A,Annuale,ITD31,Verona,FAVACH,Età media dei padri alla nascita del figlio,2014,35.41,,
A,Annuale,ITD31,Verona,FAVACH,Età media dei padri alla nascita del figlio,2015,35.54,,
A,Annuale,ITD31,Verona,FAVACH,Età media dei padri alla nascita del figlio,2016,35.69,,
A,Annuale,ITD31,Verona,FAVACH,Età media dei padri alla nascita del figlio,2017,35.72,,
A,Annuale,ITD31,Verona,FAVACH,Età media dei padri alla nascita del figlio,2018,35.72,,
A,Annuale,ITD31,Verona,FAVACH,Età media dei padri alla nascita del figlio,2019,35.76,,
A,Annuale,ITD31,Verona,FAVACH,Età media dei padri alla nascita del figlio,2020,35.8,,
A,Annuale,ITD31,Verona,FAVACH,Età media dei padri alla nascita del figlio,2021,36.09,,
A,Annuale,ITD31,Verona,FAVACH,Età media dei padri alla nascita del figlio,2022,36.09,,
A,Annuale,ITD31,Verona,FAVACH,Età media dei padri alla nascita del figlio,2023,36.42,,
A,Annuale,ITD32,Vicenza,FAVACH,Età media dei padri alla nascita del figlio,1999,34.54,,
A,Annuale,ITD32,Vicenza,FAVACH,Età media dei padri alla nascita del figlio,2000,34.59,,
A,Annuale,ITD32,Vicenza,FAVACH,Età media dei padri alla nascita del figlio,2001,34.55,,
A,Annuale,ITD32,Vicenza,FAVACH,Età media dei padri alla nascita del figlio,2002,34.71,,
A,Annuale,ITD32,Vicenza,FAVACH,Età media dei padri alla nascita del figlio,2003,34.75,,
A,Annuale,ITD32,Vicenza,FAVACH,Età media dei padri alla nascita del figlio,2004,34.89,,
A,Annuale,ITD32,Vicenza,FAVACH,Età media dei padri alla nascita del figlio,2005,34.95,,
A,Annuale,ITD32,Vicenza,FAVACH,Età media dei padri alla nascita del figlio,2006,34.99,,
A,Annuale,ITD32,Vicenza,FAVACH,Età media dei padri alla nascita del figlio,2007,34.99,,
A,Annuale,ITD32,Vicenza,FAVACH,Età media dei padri alla nascita del figlio,2008,35.03,,
A,Annuale,ITD32,Vicenza,FAVACH,Età media dei padri alla nascita del figlio,2009,34.98,,
A,Annuale,ITD32,Vicenza,FAVACH,Età media dei padri alla nascita del figlio,2010,35.16,,
A,Annuale,ITD32,Vicenza,FAVACH,Età media dei padri alla nascita del figlio,2011,35.15,,
A,Annuale,ITD32,Vicenza,FAVACH,Età media dei padri alla nascita del figlio,2012,35.36,,
A,Annuale,ITD32,Vicenza,FAVACH,Età media dei padri alla nascita del figlio,2013,35.29,,
A,Annuale,ITD32,Vicenza,FAVACH,Età media dei padri alla nascita del figlio,2014,35.39,,
A,Annuale,ITD32,Vicenza,FAVACH,Età media dei padri alla nascita del figlio,2015,35.53,,
A,Annuale,ITD32,Vicenza,FAVACH,Età media dei padri alla nascita del figlio,2016,35.56,,
A,Annuale,ITD32,Vicenza,FAVACH,Età media dei padri alla nascita del figlio,2017,35.57,,
A,Annuale,ITD32,Vicenza,FAVACH,Età media dei padri alla nascita del figlio,2018,35.76,,
A,Annuale,ITD32,Vicenza,FAVACH,Età media dei padri alla nascita del figlio,2019,35.76,,
A,Annuale,ITD32,Vicenza,FAVACH,Età media dei padri alla nascita del figlio,2020,35.81,,
A,Annuale,ITD32,Vicenza,FAVACH,Età media dei padri alla nascita del figlio,2021,36.07,,
A,Annuale,ITD32,Vicenza,FAVACH,Età media dei padri alla nascita del figlio,2022,35.97,,
A,Annuale,ITD32,Vicenza,FAVACH,Età media dei padri alla nascita del figlio,2023,36.22,,
A,Annuale,ITD33,Belluno,FAVACH,Età media dei padri alla nascita del figlio,1999,34.24,,
A,Annuale,ITD33,Belluno,FAVACH,Età media dei padri alla nascita del figlio,2000,34.6,,
A,Annuale,ITD33,Belluno,FAVACH,Età media dei padri alla nascita del figlio,2001,34.63,,
A,Annuale,ITD33,Belluno,FAVACH,Età media dei padri alla nascita del figlio,2002,34.73,,
A,Annuale,ITD33,Belluno,FAVACH,Età media dei padri alla nascita del figlio,2003,34.63,,
A,Annuale,ITD33,Belluno,FAVACH,Età media dei padri alla nascita del figlio,2004,34.64,,
A,Annuale,ITD33,Belluno,FAVACH,Età media dei padri alla nascita del figlio,2005,34.46,,
A,Annuale,ITD33,Belluno,FAVACH,Età media dei padri alla nascita del figlio,2006,34.97,,
A,Annuale,ITD33,Belluno,FAVACH,Età media dei padri alla nascita del figlio,2007,34.82,,
A,Annuale,ITD33,Belluno,FAVACH,Età media dei padri alla nascita del figlio,2008,35,,
A,Annuale,ITD33,Belluno,FAVACH,Età media dei padri alla nascita del figlio,2009,35.12,,
A,Annuale,ITD33,Belluno,FAVACH,Età media dei padri alla nascita del figlio,2010,34.86,,
A,Annuale,ITD33,Belluno,FAVACH,Età media dei padri alla nascita del figlio,2011,34.82,,
A,Annuale,ITD33,Belluno,FAVACH,Età media dei padri alla nascita del figlio,2012,35.23,,
A,Annuale,ITD33,Belluno,FAVACH,Età media dei padri alla nascita del figlio,2013,35.11,,
A,Annuale,ITD33,Belluno,FAVACH,Età media dei padri alla nascita del figlio,2014,35.28,,
A,Annuale,ITD33,Belluno,FAVACH,Età media dei padri alla nascita del figlio,2015,35.21,,
A,Annuale,ITD33,Belluno,FAVACH,Età media dei padri alla nascita del figlio,2016,35.47,,
A,Annuale,ITD33,Belluno,FAVACH,Età media dei padri alla nascita del figlio,2017,35.32,,
A,Annuale,ITD33,Belluno,FAVACH,Età media dei padri alla nascita del figlio,2018,35.54,,
A,Annuale,ITD33,Belluno,FAVACH,Età media dei padri alla nascita del figlio,2019,35.62,,
A,Annuale,ITD33,Belluno,FAVACH,Età media dei padri alla nascita del figlio,2020,35.46,,
A,Annuale,ITD33,Belluno,FAVACH,Età media dei padri alla nascita del figlio,2021,35.85,,
A,Annuale,ITD33,Belluno,FAVACH,Età media dei padri alla nascita del figlio,2022,36.25,,
A,Annuale,ITD33,Belluno,FAVACH,Età media dei padri alla nascita del figlio,2023,35.94,,
A,Annuale,ITD34,Treviso,FAVACH,Età media dei padri alla nascita del figlio,1999,34.63,,
A,Annuale,ITD34,Treviso,FAVACH,Età media dei padri alla nascita del figlio,2000,34.6,,
A,Annuale,ITD34,Treviso,FAVACH,Età media dei padri alla nascita del figlio,2001,34.69,,
A,Annuale,ITD34,Treviso,FAVACH,Età media dei padri alla nascita del figlio,2002,34.75,,
A,Annuale,ITD34,Treviso,FAVACH,Età media dei padri alla nascita del figlio,2003,34.89,,
A,Annuale,ITD34,Treviso,FAVACH,Età media dei padri alla nascita del figlio,2004,34.9,,
A,Annuale,ITD34,Treviso,FAVACH,Età media dei padri alla nascita del figlio,2005,34.77,,
A,Annuale,ITD34,Treviso,FAVACH,Età media dei padri alla nascita del figlio,2006,34.94,,
A,Annuale,ITD34,Treviso,FAVACH,Età media dei padri alla nascita del figlio,2007,34.95,,
A,Annuale,ITD34,Treviso,FAVACH,Età media dei padri alla nascita del figlio,2008,35.08,,
A,Annuale,ITD34,Treviso,FAVACH,Età media dei padri alla nascita del figlio,2009,35.06,,
A,Annuale,ITD34,Treviso,FAVACH,Età media dei padri alla nascita del figlio,2010,35.22,,
A,Annuale,ITD34,Treviso,FAVACH,Età media dei padri alla nascita del figlio,2011,35.2,,
A,Annuale,ITD34,Treviso,FAVACH,Età media dei padri alla nascita del figlio,2012,35.12,,
A,Annuale,ITD34,Treviso,FAVACH,Età media dei padri alla nascita del figlio,2013,35.26,,
A,Annuale,ITD34,Treviso,FAVACH,Età media dei padri alla nascita del figlio,2014,35.19,,
A,Annuale,ITD34,Treviso,FAVACH,Età media dei padri alla nascita del figlio,2015,35.5,,
A,Annuale,ITD34,Treviso,FAVACH,Età media dei padri alla nascita del figlio,2016,35.56,,
A,Annuale,ITD34,Treviso,FAVACH,Età media dei padri alla nascita del figlio,2017,35.79,,
A,Annuale,ITD34,Treviso,FAVACH,Età media dei padri alla nascita del figlio,2018,35.73,,
A,Annuale,ITD34,Treviso,FAVACH,Età media dei padri alla nascita del figlio,2019,35.85,,
A,Annuale,ITD34,Treviso,FAVACH,Età media dei padri alla nascita del figlio,2020,35.53,,
A,Annuale,ITD34,Treviso,FAVACH,Età media dei padri alla nascita del figlio,2021,35.92,,
A,Annuale,ITD34,Treviso,FAVACH,Età media dei padri alla nascita del figlio,2022,35.95,,
A,Annuale,ITD34,Treviso,FAVACH,Età media dei padri alla nascita del figlio,2023,36.08,,
A,Annuale,ITD35,Venezia,FAVACH,Età media dei padri alla nascita del figlio,1999,34.7,,
A,Annuale,ITD35,Venezia,FAVACH,Età media dei padri alla nascita del figlio,2000,34.84,,
A,Annuale,ITD35,Venezia,FAVACH,Età media dei padri alla nascita del figlio,2001,34.86,,
A,Annuale,ITD35,Venezia,FAVACH,Età media dei padri alla nascita del figlio,2002,34.97,,
A,Annuale,ITD35,Venezia,FAVACH,Età media dei padri alla nascita del figlio,2003,35.1,,
A,Annuale,ITD35,Venezia,FAVACH,Età media dei padri alla nascita del figlio,2004,34.97,,
A,Annuale,ITD35,Venezia,FAVACH,Età media dei padri alla nascita del figlio,2005,34.99,,
A,Annuale,ITD35,Venezia,FAVACH,Età media dei padri alla nascita del figlio,2006,35.25,,
A,Annuale,ITD35,Venezia,FAVACH,Età media dei padri alla nascita del figlio,2007,35.09,,
A,Annuale,ITD35,Venezia,FAVACH,Età media dei padri alla nascita del figlio,2008,35.15,,
A,Annuale,ITD35,Venezia,FAVACH,Età media dei padri alla nascita del figlio,2009,35.07,,
A,Annuale,ITD35,Venezia,FAVACH,Età media dei padri alla nascita del figlio,2010,35.32,,
A,Annuale,ITD35,Venezia,FAVACH,Età media dei padri alla nascita del figlio,2011,35.26,,
A,Annuale,ITD35,Venezia,FAVACH,Età media dei padri alla nascita del figlio,2012,35.16,,
A,Annuale,ITD35,Venezia,FAVACH,Età media dei padri alla nascita del figlio,2013,35.31,,
A,Annuale,ITD35,Venezia,FAVACH,Età media dei padri alla nascita del figlio,2014,35.47,,
A,Annuale,ITD35,Venezia,FAVACH,Età media dei padri alla nascita del figlio,2015,35.34,,
A,Annuale,ITD35,Venezia,FAVACH,Età media dei padri alla nascita del figlio,2016,35.6,,
A,Annuale,ITD35,Venezia,FAVACH,Età media dei padri alla nascita del figlio,2017,35.64,,
A,Annuale,ITD35,Venezia,FAVACH,Età media dei padri alla nascita del figlio,2018,35.44,,
A,Annuale,ITD35,Venezia,FAVACH,Età media dei padri alla nascita del figlio,2019,35.73,,
A,Annuale,ITD35,Venezia,FAVACH,Età media dei padri alla nascita del figlio,2020,35.55,,
A,Annuale,ITD35,Venezia,FAVACH,Età media dei padri alla nascita del figlio,2021,35.93,,
A,Annuale,ITD35,Venezia,FAVACH,Età media dei padri alla nascita del figlio,2022,35.78,,
A,Annuale,ITD35,Venezia,FAVACH,Età media dei padri alla nascita del figlio,2023,36.03,,
A,Annuale,ITD36,Padova,FAVACH,Età media dei padri alla nascita del figlio,1999,35.02,,
A,Annuale,ITD36,Padova,FAVACH,Età media dei padri alla nascita del figlio,2000,35.08,,
A,Annuale,ITD36,Padova,FAVACH,Età media dei padri alla nascita del figlio,2001,35.12,,
A,Annuale,ITD36,Padova,FAVACH,Età media dei padri alla nascita del figlio,2002,35.33,,
A,Annuale,ITD36,Padova,FAVACH,Età media dei padri alla nascita del figlio,2003,35.35,,
A,Annuale,ITD36,Padova,FAVACH,Età media dei padri alla nascita del figlio,2004,35.35,,
A,Annuale,ITD36,Padova,FAVACH,Età media dei padri alla nascita del figlio,2005,35.19,,
A,Annuale,ITD36,Padova,FAVACH,Età media dei padri alla nascita del figlio,2006,35.37,,
A,Annuale,ITD36,Padova,FAVACH,Età media dei padri alla nascita del figlio,2007,35.4,,
A,Annuale,ITD36,Padova,FAVACH,Età media dei padri alla nascita del figlio,2008,35.24,,
A,Annuale,ITD36,Padova,FAVACH,Età media dei padri alla nascita del figlio,2009,35.47,,
A,Annuale,ITD36,Padova,FAVACH,Età media dei padri alla nascita del figlio,2010,35.54,,
A,Annuale,ITD36,Padova,FAVACH,Età media dei padri alla nascita del figlio,2011,35.41,,
A,Annuale,ITD36,Padova,FAVACH,Età media dei padri alla nascita del figlio,2012,35.41,,
A,Annuale,ITD36,Padova,FAVACH,Età media dei padri alla nascita del figlio,2013,35.71,,
A,Annuale,ITD36,Padova,FAVACH,Età media dei padri alla nascita del figlio,2014,35.59,,
A,Annuale,ITD36,Padova,FAVACH,Età media dei padri alla nascita del figlio,2015,35.85,,
A,Annuale,ITD36,Padova,FAVACH,Età media dei padri alla nascita del figlio,2016,35.88,,
A,Annuale,ITD36,Padova,FAVACH,Età media dei padri alla nascita del figlio,2017,35.97,,
A,Annuale,ITD36,Padova,FAVACH,Età media dei padri alla nascita del figlio,2018,36.18,,
A,Annuale,ITD36,Padova,FAVACH,Età media dei padri alla nascita del figlio,2019,35.99,,
A,Annuale,ITD36,Padova,FAVACH,Età media dei padri alla nascita del figlio,2020,36.14,,
A,Annuale,ITD36,Padova,FAVACH,Età media dei padri alla nascita del figlio,2021,36.24,,
A,Annuale,ITD36,Padova,FAVACH,Età media dei padri alla nascita del figlio,2022,36.39,,
A,Annuale,ITD36,Padova,FAVACH,Età media dei padri alla nascita del figlio,2023,36.53,,
A,Annuale,ITD37,Rovigo,FAVACH,Età media dei padri alla nascita del figlio,1999,34.08,,
A,Annuale,ITD37,Rovigo,FAVACH,Età media dei padri alla nascita del figlio,2000,34.26,,
A,Annuale,ITD37,Rovigo,FAVACH,Età media dei padri alla nascita del figlio,2001,34.26,,
A,Annuale,ITD37,Rovigo,FAVACH,Età media dei padri alla nascita del figlio,2002,34.3,,
A,Annuale,ITD37,Rovigo,FAVACH,Età media dei padri alla nascita del figlio,2003,34.76,,
A,Annuale,ITD37,Rovigo,FAVACH,Età media dei padri alla nascita del figlio,2004,34.85,,
A,Annuale,ITD37,Rovigo,FAVACH,Età media dei padri alla nascita del figlio,2005,34.93,,
A,Annuale,ITD37,Rovigo,FAVACH,Età media dei padri alla nascita del figlio,2006,34.81,,
A,Annuale,ITD37,Rovigo,FAVACH,Età media dei padri alla nascita del figlio,2007,34.83,,
A,Annuale,ITD37,Rovigo,FAVACH,Età media dei padri alla nascita del figlio,2008,34.96,,
A,Annuale,ITD37,Rovigo,FAVACH,Età media dei padri alla nascita del figlio,2009,34.93,,
A,Annuale,ITD37,Rovigo,FAVACH,Età media dei padri alla nascita del figlio,2010,35.03,,
A,Annuale,ITD37,Rovigo,FAVACH,Età media dei padri alla nascita del figlio,2011,35.15,,
A,Annuale,ITD37,Rovigo,FAVACH,Età media dei padri alla nascita del figlio,2012,35.43,,
A,Annuale,ITD37,Rovigo,FAVACH,Età media dei padri alla nascita del figlio,2013,35.28,,
A,Annuale,ITD37,Rovigo,FAVACH,Età media dei padri alla nascita del figlio,2014,35.35,,
A,Annuale,ITD37,Rovigo,FAVACH,Età media dei padri alla nascita del figlio,2015,35.44,,
A,Annuale,ITD37,Rovigo,FAVACH,Età media dei padri alla nascita del figlio,2016,35.25,,
A,Annuale,ITD37,Rovigo,FAVACH,Età media dei padri alla nascita del figlio,2017,35.66,,
A,Annuale,ITD37,Rovigo,FAVACH,Età media dei padri alla nascita del figlio,2018,35.65,,
A,Annuale,ITD37,Rovigo,FAVACH,Età media dei padri alla nascita del figlio,2019,35.72,,
A,Annuale,ITD37,Rovigo,FAVACH,Età media dei padri alla nascita del figlio,2020,35.76,,
A,Annuale,ITD37,Rovigo,FAVACH,Età media dei padri alla nascita del figlio,2021,36.2,,
A,Annuale,ITD37,Rovigo,FAVACH,Età media dei padri alla nascita del figlio,2022,36.08,,
A,Annuale,ITD37,Rovigo,FAVACH,Età media dei padri alla nascita del figlio,2023,36.05,,
A,Annuale,ITD4,Friuli-Venezia Giulia,FAVACH,Età media dei padri alla nascita del figlio,1999,34.67,,
A,Annuale,ITD4,Friuli-Venezia Giulia,FAVACH,Età media dei padri alla nascita del figlio,2000,34.83,,
A,Annuale,ITD4,Friuli-Venezia Giulia,FAVACH,Età media dei padri alla nascita del figlio,2001,34.96,,
A,Annuale,ITD4,Friuli-Venezia Giulia,FAVACH,Età media dei padri alla nascita del figlio,2002,34.83,,
A,Annuale,ITD4,Friuli-Venezia Giulia,FAVACH,Età media dei padri alla nascita del figlio,2003,34.98,,
A,Annuale,ITD4,Friuli-Venezia Giulia,FAVACH,Età media dei padri alla nascita del figlio,2004,35.08,,
A,Annuale,ITD4,Friuli-Venezia Giulia,FAVACH,Età media dei padri alla nascita del figlio,2005,35.03,,
A,Annuale,ITD4,Friuli-Venezia Giulia,FAVACH,Età media dei padri alla nascita del figlio,2006,35,,
A,Annuale,ITD4,Friuli-Venezia Giulia,FAVACH,Età media dei padri alla nascita del figlio,2007,35.08,,
A,Annuale,ITD4,Friuli-Venezia Giulia,FAVACH,Età media dei padri alla nascita del figlio,2008,35.04,,
A,Annuale,ITD4,Friuli-Venezia Giulia,FAVACH,Età media dei padri alla nascita del figlio,2009,35.14,,
